Edad,Genero,Rasgos,Mes,Hora,Ciudad,Estacion,Dia Festivo,Tipo de Refresco,Region de la Ciudad
15,1,3,1,22,4,1,0,6,0
19,0,2,8,15,31,1,0,19,3
66,0,4,2,11,10,1,0,6,3
31,0,0,4,11,23,1,0,1,3
25,1,3,11,9,39,0,0,12,0
16,0,3,4,22,46,1,1,7,2
64,1,3,1,9,55,0,1,6,0
68,0,2,4,20,12,1,1,13,0
49,0,0,8,13,43,0,1,1,0
63,1,1,9,20,61,0,0,4,0
57,0,1,5,11,67,1,1,3,0
11,0,0,1,15,8,0,0,20,0
48,0,3,10,16,10,1,1,7,3
48,1,5,11,13,39,0,0,6,0
16,0,1,6,8,58,0,0,10,0
69,0,0,5,20,69,0,0,1,2
27,0,2,9,20,9,1,1,5,3
62,1,2,6,8,40,1,1,13,0
12,0,1,11,10,42,0,0,13,0
30,0,1,6,15,33,1,1,20,0
33,0,4,10,22,33,1,0,0,0
45,1,0,10,14,65,1,0,3,3
68,1,1,10,11,12,0,1,19,0
18,1,0,4,21,14,0,0,13,3
25,1,3,5,12,52,1,1,11,0
28,0,3,8,10,60,1,0,16,0
19,0,2,2,13,5,1,1,11,0
56,1,3,4,21,47,0,1,14,0
24,1,3,10,16,26,1,0,16,3
34,0,2,0,11,60,1,1,4,0
43,0,4,10,9,18,1,1,11,0
29,1,3,2,15,2,0,0,13,3
64,0,0,11,8,9,1,1,1,3
34,0,1,5,9,12,0,1,8,0
42,1,3,7,19,47,0,1,0,0
45,0,3,11,22,64,0,0,20,2
66,0,3,1,22,51,1,0,7,3
13,1,1,6,19,15,1,1,9,3
32,1,0,4,17,14,0,1,15,3
65,0,4,0,8,3,1,0,14,0
65,1,1,10,10,47,0,0,9,0
69,0,1,3,19,15,0,0,1,3
17,0,2,9,9,62,0,1,0,0
69,0,5,3,19,7,0,0,6,3
14,1,2,0,21,22,1,1,10,0
63,0,1,9,13,39,0,1,14,0
69,0,2,6,8,30,0,1,4,2
31,0,1,10,20,55,1,1,20,0
57,0,4,4,17,7,0,0,1,3
14,1,1,2,13,13,0,0,0,2
35,0,3,7,21,16,1,0,13,0
22,0,5,11,10,34,0,1,15,0
12,0,3,5,16,40,0,1,3,0
21,1,4,10,21,4,0,0,17,0
42,1,4,7,13,7,0,0,7,3
19,0,3,4,10,23,1,1,17,3
37,0,3,4,17,31,0,0,0,3
50,1,3,5,11,21,0,0,17,3
44,0,3,3,10,27,0,1,20,0
47,1,1,11,13,4,1,0,10,0
60,0,4,6,15,6,1,1,14,3
34,0,5,5,13,54,1,1,13,0
51,0,3,3,13,28,0,1,8,3
69,0,2,2,8,57,0,0,12,0
64,1,5,11,15,19,1,0,10,3
17,1,2,4,13,66,1,1,6,0
25,0,2,4,12,49,0,0,14,2
35,0,3,4,17,67,0,0,0,0
53,0,1,4,10,1,1,0,9,3
42,0,4,3,19,1,0,1,7,3
50,1,1,0,16,21,1,0,7,3
34,1,1,0,20,63,1,0,1,0
43,0,5,0,8,50,1,0,6,3
64,1,5,0,8,1,1,1,19,3
25,0,5,7,20,36,1,1,5,0
22,1,0,2,19,11,0,0,12,3
58,0,3,5,18,58,0,0,17,0
37,1,3,1,20,51,0,0,3,3
40,1,4,1,17,27,0,0,10,0
44,0,2,4,11,30,0,0,6,2
23,0,5,5,18,31,1,0,0,3
28,0,3,6,8,27,0,0,6,0
43,1,3,3,20,29,0,1,13,3
32,1,5,9,14,50,0,0,16,3
17,0,3,2,8,34,0,0,3,0
51,0,3,8,14,44,0,0,20,0
16,1,1,1,18,55,1,0,17,0
57,1,5,11,22,38,1,0,0,2
10,0,5,3,17,52,0,0,9,0
40,0,5,9,13,62,0,0,10,0
45,0,4,11,8,29,0,1,11,3
12,1,3,0,13,58,0,0,0,0
36,0,2,5,12,60,0,0,6,0
14,1,4,11,21,66,1,1,9,0
22,0,4,8,8,24,0,1,16,0
23,1,2,2,15,5,1,0,17,0
10,0,5,9,14,28,1,0,13,3
37,0,2,9,8,45,0,1,15,1
47,1,3,3,8,68,0,1,19,2
19,0,2,5,20,47,0,0,1,0
37,1,0,3,15,54,1,1,16,0
61,1,2,11,17,46,1,1,10,2
69,0,5,1,12,49,1,0,17,2
42,1,1,8,8,57,0,1,15,0
32,0,0,3,15,68,0,1,18,2
44,1,4,4,17,13,0,1,17,2
45,0,1,0,8,25,0,1,11,0
20,0,4,5,20,38,1,1,18,2
35,1,4,9,12,8,0,1,7,0
15,1,4,1,8,28,0,1,9,3
12,1,1,0,9,1,0,0,9,3
43,1,3,6,22,32,1,1,2,0
67,1,4,10,14,37,1,0,16,0
22,0,2,0,21,30,0,0,20,2
22,0,5,0,20,47,0,0,6,0
39,1,0,3,20,27,0,1,19,0
36,0,1,10,21,44,0,0,13,0
66,0,1,8,20,26,0,1,14,3
36,0,3,4,11,54,0,0,2,0
14,0,1,10,20,17,1,0,13,0
13,0,4,7,19,5,1,1,9,0
15,0,2,11,21,62,1,1,13,0
68,0,2,0,19,2,1,1,13,3
43,1,0,5,15,53,0,0,13,0
39,0,1,2,21,67,1,1,7,0
10,1,2,6,20,14,1,1,7,3
45,0,3,11,19,38,1,1,16,2
33,1,2,2,12,60,1,0,3,0
36,1,5,11,10,52,1,1,6,0
63,1,5,1,14,40,0,1,2,0
68,0,3,1,17,13,1,1,5,2
30,1,1,2,12,65,0,0,0,3
52,1,0,5,13,8,1,1,6,0
69,1,2,0,13,8,0,1,6,0
46,0,4,5,16,33,0,0,6,0
26,0,2,6,18,67,1,1,16,0
30,0,2,5,13,3,0,0,11,0
50,0,1,7,12,5,0,0,7,0
35,0,2,0,22,42,1,1,6,0
24,1,2,10,16,9,1,1,1,3
15,0,4,3,22,55,0,0,20,0
48,1,5,1,17,33,0,0,13,0
41,0,0,11,21,67,1,0,17,0
19,0,2,11,17,43,0,1,14,0
28,1,5,6,16,54,0,1,19,0
20,1,1,2,19,39,0,1,5,0
11,0,4,0,14,4,0,0,0,0
25,0,1,2,11,53,1,0,15,0
42,0,3,0,15,59,0,0,20,0
50,1,2,6,11,2,1,0,11,3
58,1,2,2,20,65,0,0,7,3
58,1,4,8,10,63,1,0,17,0
14,0,0,1,15,62,0,0,10,0
34,0,1,5,19,9,1,1,9,3
22,0,4,2,18,34,1,1,2,0
68,0,0,11,15,26,0,1,4,3
40,0,3,1,12,66,0,1,10,0
14,1,3,8,15,48,1,1,13,1
54,0,2,10,15,56,1,0,3,3
36,1,4,9,21,61,1,1,18,0
33,0,3,0,14,35,1,0,3,0
29,0,0,4,12,46,0,1,5,2
16,0,4,2,16,2,1,1,3,3
35,1,2,8,11,36,0,1,5,0
43,1,1,2,21,36,1,0,20,0
64,1,4,1,18,31,0,0,10,3
12,1,2,1,14,53,0,1,7,0
37,0,1,5,19,22,0,0,10,0
35,1,2,6,16,37,0,0,4,0
36,0,0,10,16,55,1,1,12,0
64,0,2,2,17,42,0,0,2,0
13,1,4,8,11,21,0,1,3,3
22,1,1,9,8,49,1,0,20,2
67,1,5,1,18,0,0,0,8,3
11,0,0,3,11,55,1,1,0,0
31,1,4,9,22,69,0,0,10,2
14,0,1,11,12,58,0,1,1,0
62,0,0,0,13,37,1,1,14,0
27,0,1,10,22,40,1,1,2,0
10,1,5,11,8,63,1,1,13,0
63,0,2,7,20,24,1,1,3,0
59,0,2,8,9,58,0,0,6,0
36,0,0,7,18,41,1,1,10,3
52,0,5,4,21,18,1,0,8,0
25,1,2,7,19,56,0,1,3,3
37,1,4,4,16,15,0,0,1,3
55,0,3,7,11,52,0,1,7,0
29,0,5,5,10,66,0,1,19,0
36,1,1,2,20,18,1,1,5,0
32,1,0,4,20,33,1,0,19,0
56,1,5,0,14,9,1,0,1,3
62,0,0,7,13,58,0,1,7,0
35,0,4,7,9,23,0,1,6,3
34,0,4,1,21,19,0,0,12,3
12,1,3,8,13,68,1,0,0,2
35,1,4,4,18,24,1,0,11,0
54,0,2,8,21,3,0,1,4,0
45,1,2,8,22,31,0,0,7,3
38,0,5,2,18,14,0,1,18,3
34,1,5,1,19,16,0,0,0,0
44,0,5,1,17,27,1,1,19,0
34,1,0,11,14,11,0,0,13,3
70,0,1,6,10,44,1,0,9,0
64,1,5,6,21,5,0,0,6,0
64,1,4,9,21,0,0,1,2,3
59,0,0,5,15,32,0,1,16,0
34,1,2,7,21,0,0,0,6,3
22,1,3,3,14,25,1,0,10,0
63,0,2,0,16,27,0,1,13,0
46,1,4,1,9,36,1,0,7,0
56,0,1,4,10,63,0,1,4,0
30,1,0,10,21,15,1,1,8,3
54,1,3,8,20,13,1,0,0,2
30,0,2,9,22,8,0,0,6,0
38,0,3,11,13,7,1,1,11,3
55,1,1,2,22,2,1,0,0,3
38,0,3,1,12,20,1,0,1,3
69,1,3,2,12,31,0,1,11,3
63,1,4,10,9,0,1,0,19,3
29,1,3,5,22,42,0,1,17,0
70,1,2,11,9,37,0,1,17,0
25,0,5,7,18,41,1,0,1,3
46,1,0,0,11,34,0,1,7,0
60,0,4,5,15,4,1,1,4,0
36,0,2,0,9,16,1,1,2,0
49,0,2,3,8,49,0,1,18,2
12,1,4,5,22,64,0,1,0,2
10,0,1,3,18,0,0,1,20,3
47,1,2,3,14,58,0,1,10,0
17,0,0,2,15,14,1,1,0,3
60,0,5,3,13,13,0,1,17,2
37,0,5,9,15,6,1,0,9,3
46,0,3,7,18,35,1,1,6,0
63,0,1,5,20,5,1,1,11,0
34,1,3,5,19,9,0,1,20,3
11,0,0,5,20,32,0,1,3,0
57,0,2,6,12,34,1,0,7,0
68,1,3,4,10,61,0,0,7,0
56,1,5,0,18,29,1,1,13,3
42,0,1,3,8,63,0,1,3,0
41,0,4,7,17,41,0,1,9,3
13,0,5,0,10,15,1,1,9,3
70,1,1,9,17,40,0,0,0,0
14,1,4,11,21,44,1,1,6,0
61,1,4,9,18,37,0,0,8,0
61,1,1,2,10,29,1,1,3,3
68,0,5,0,11,19,0,1,4,3
42,0,0,5,15,37,1,0,15,0
41,0,3,6,19,69,1,0,11,2
29,0,5,11,15,8,1,1,6,0
12,1,1,10,8,5,0,1,10,0
32,0,3,10,19,57,0,0,7,0
63,1,1,10,13,33,0,0,6,0
61,1,1,2,18,0,0,0,13,3
69,0,2,3,18,3,0,0,16,0
10,1,3,8,21,45,0,0,0,1
50,1,5,9,22,48,0,0,18,1
64,1,4,9,14,32,1,0,5,0
42,1,3,8,21,34,0,0,1,0
59,0,3,9,12,24,1,1,12,0
34,0,1,0,15,2,1,0,3,3
26,1,5,8,13,12,0,1,12,0
23,0,5,1,20,14,1,1,4,3
64,1,0,7,20,21,1,1,1,3
34,1,4,3,13,61,1,0,6,0
25,1,3,1,10,17,1,1,6,0
29,0,1,6,15,18,0,0,10,0
33,0,5,7,12,68,1,1,15,2
12,1,3,9,17,54,0,1,17,0
15,1,1,11,18,57,0,0,9,0
18,0,0,8,14,26,1,0,0,3
25,0,2,9,19,34,0,1,16,0
58,1,3,11,12,20,1,0,17,3
39,0,4,10,21,24,0,1,8,0
10,0,2,7,8,67,0,0,7,0
23,0,2,9,18,5,1,1,19,0
63,0,2,5,8,45,1,1,15,1
20,0,1,7,8,39,0,1,8,0
59,0,2,11,22,11,0,1,10,3
67,0,4,4,12,52,1,1,3,0
70,1,2,11,10,2,1,0,20,3
60,1,5,7,21,2,1,0,4,3
55,1,3,0,12,61,0,1,12,0
65,0,3,11,19,64,0,1,15,2
50,1,3,3,22,37,0,0,20,0
59,0,3,9,8,15,1,0,3,3
51,0,3,10,19,51,0,1,9,3
29,0,4,6,19,41,1,1,13,3
26,1,4,0,9,3,1,1,16,0
64,0,5,10,12,46,1,0,17,2
44,0,0,9,17,49,1,1,8,2
10,1,4,3,17,22,0,1,10,0
39,0,5,4,12,66,0,0,20,0
34,1,3,11,19,14,0,0,8,3
39,0,2,10,8,36,0,1,5,0
19,0,4,8,11,29,1,1,16,3
49,1,5,4,18,41,1,1,2,3
45,0,4,10,11,30,1,0,5,2
20,1,1,6,15,51,0,0,10,3
60,1,5,3,13,32,0,1,10,0
68,0,0,11,21,4,1,0,9,0
67,0,2,0,16,64,0,0,13,2
60,0,5,3,11,32,0,0,17,0
38,0,1,5,14,31,0,1,11,3
60,1,1,11,21,38,0,1,10,2
60,0,4,6,8,61,0,0,5,0
62,1,3,1,15,38,0,1,0,2
18,1,1,9,22,15,1,1,1,3
20,1,1,2,15,40,1,0,10,0
32,0,0,1,8,15,1,0,0,3
49,1,5,0,17,41,1,1,13,3
12,0,4,7,20,33,0,1,1,0
68,1,3,8,10,64,0,0,19,2
38,0,5,5,9,60,0,1,17,0
27,0,3,5,21,13,0,0,0,2
69,1,4,7,18,69,1,0,17,2
37,1,3,0,19,37,1,0,19,0
23,0,0,1,20,0,0,1,5,3
50,1,3,6,8,60,1,1,15,0
42,0,3,10,13,27,0,1,12,0
49,0,5,0,15,21,1,0,10,3
48,0,4,3,22,50,1,1,16,3
45,0,1,6,19,33,1,1,4,0
19,1,4,7,12,26,0,0,9,3
41,0,5,4,19,61,0,1,14,0
29,1,5,2,8,31,0,1,16,3
55,0,3,8,12,67,1,1,14,0
32,1,4,8,17,26,0,0,2,3
23,0,0,4,22,35,0,1,19,0
21,1,3,11,17,6,0,0,1,3
69,0,1,10,13,4,0,1,8,0
26,0,5,9,22,36,0,0,20,0
48,0,3,2,11,17,1,0,14,0
14,1,0,10,19,5,1,0,10,0
30,1,5,0,18,10,1,0,18,3
32,1,4,8,8,4,0,1,10,0
35,0,0,7,20,20,1,1,0,3
14,1,2,0,13,25,0,1,3,0
61,0,1,1,13,61,1,0,4,0
19,0,3,0,19,3,0,0,5,0
29,0,3,2,21,36,0,0,12,0
58,0,2,3,10,7,0,0,7,3
18,0,2,9,19,38,0,1,17,2
21,0,5,5,17,36,1,1,10,0
60,0,2,8,10,12,0,0,9,0
56,1,2,4,12,58,1,1,18,0
55,0,4,1,9,24,1,1,3,0
69,0,2,9,9,53,0,1,10,0
20,1,3,7,13,53,1,1,7,0
25,0,0,7,20,59,1,1,10,0
45,0,0,9,11,37,1,1,5,0
59,1,5,2,11,4,0,0,0,0
30,1,1,2,21,48,0,1,1,1
33,0,3,9,19,32,1,0,3,0
51,1,4,2,11,18,0,0,19,0
13,0,4,3,17,43,0,1,6,0
43,0,5,8,10,39,0,1,5,0
38,1,0,10,18,47,1,1,6,0
49,0,2,4,14,69,0,1,0,2
66,0,5,8,11,28,1,1,15,3
67,0,0,8,21,0,0,0,7,3
38,1,1,1,14,25,0,0,2,0
57,0,2,8,14,0,1,0,19,3
14,0,4,3,11,44,0,1,20,0
48,1,4,8,17,30,0,0,20,2
56,0,1,3,15,44,1,0,8,0
12,1,2,3,21,4,1,0,20,0
48,0,3,7,13,0,0,1,9,3
18,0,0,0,19,33,0,0,0,0
48,0,0,4,13,62,0,1,15,0
29,0,5,4,21,44,0,0,20,0
36,0,0,1,14,5,1,1,16,0
60,1,5,4,14,7,0,1,8,3
53,1,3,1,22,69,1,1,7,2
34,0,1,4,20,39,1,0,9,0
26,1,5,3,12,66,1,1,8,0
61,0,3,10,19,52,0,1,11,0
33,0,3,9,11,27,0,1,15,0
61,1,1,3,20,47,1,1,13,0
63,1,2,5,20,6,0,1,17,3
21,1,4,1,19,7,1,0,13,3
39,1,0,6,18,66,1,0,11,0
34,0,1,10,20,9,1,1,19,3
40,1,0,1,20,2,0,0,7,3
48,1,4,11,8,17,1,0,4,0
34,1,2,8,10,28,0,1,3,3
18,1,0,7,17,54,0,1,3,0
61,1,5,6,9,67,0,1,20,0
37,0,2,0,9,69,1,1,10,2
61,0,0,11,21,42,0,1,1,0
52,1,0,0,9,55,1,0,8,0
55,0,5,6,12,34,0,1,9,0
30,0,1,4,9,10,0,1,13,3
37,1,4,10,9,57,1,0,0,0
25,1,3,0,16,17,0,0,0,0
68,0,0,11,15,64,1,0,7,2
62,1,1,2,17,50,1,0,0,3
59,1,2,9,8,47,0,0,17,0
65,1,0,2,10,40,0,0,13,0
23,1,0,0,13,13,1,0,19,2
59,1,1,4,21,16,0,1,7,0
48,1,2,2,21,49,0,0,13,2
22,1,2,8,15,65,0,1,1,3
61,0,1,5,15,57,1,0,10,0
16,1,4,9,16,37,1,0,3,0
34,0,4,11,11,37,0,0,10,0
60,0,0,3,15,16,0,1,11,0
69,0,0,3,14,66,0,0,7,0
50,0,4,4,12,8,1,1,13,0
19,0,5,4,8,43,0,0,2,0
32,1,5,9,12,43,1,0,10,0
29,1,5,4,17,3,0,1,0,0
51,1,5,2,21,58,0,1,14,0
32,0,1,5,10,62,1,1,13,0
19,0,4,7,18,64,0,0,8,2
64,1,5,1,17,0,0,1,14,3
18,0,5,5,14,6,0,0,20,3
34,0,2,7,8,2,0,0,19,3
22,1,2,9,12,9,0,1,19,3
34,1,4,8,20,32,0,0,13,0
44,1,3,11,11,14,1,1,13,3
20,1,2,0,8,55,1,1,17,0
26,0,2,6,11,57,0,0,7,0
43,1,5,5,12,11,0,1,12,3
14,0,5,6,9,2,1,0,9,3
44,1,0,10,14,48,0,1,1,1
35,1,1,0,11,58,1,1,12,0
52,0,0,2,21,40,0,1,3,0
65,1,3,1,14,55,0,0,20,0
33,1,3,3,17,18,0,0,12,0
45,1,3,1,19,14,1,1,5,3
38,1,1,10,17,24,0,1,9,0
55,1,5,10,22,51,1,1,19,3
36,0,5,9,9,61,0,1,10,0
57,1,3,6,11,9,1,0,11,3
38,1,2,2,15,49,0,1,15,2
57,1,1,8,20,21,0,1,14,3
28,1,1,10,18,58,0,0,13,0
16,0,2,3,22,50,1,0,7,3
63,1,0,9,15,48,0,0,0,1
66,0,1,6,15,1,1,1,8,3
56,0,2,3,11,58,1,0,12,0
47,1,5,7,20,26,0,0,20,3
29,0,1,4,12,53,0,0,3,0
62,0,2,7,13,22,0,0,1,0
29,0,3,7,12,65,1,0,9,3
14,0,2,9,10,65,1,0,6,3
40,1,0,0,11,10,1,1,15,3
45,1,2,5,21,18,1,0,19,0
25,0,2,1,21,46,1,0,13,2
55,0,0,8,10,24,1,1,9,0
70,1,5,9,10,19,0,0,7,3
68,0,2,0,11,37,1,0,8,0
47,1,0,1,8,54,1,0,11,0
51,0,5,2,22,55,0,0,0,0
42,0,2,4,21,61,1,0,0,0
30,1,5,9,20,36,0,1,5,0
54,1,2,8,11,20,1,0,9,3
23,1,4,0,8,41,1,1,0,3
62,0,2,1,16,34,1,0,16,0
48,1,0,2,15,9,1,0,20,3
52,1,0,1,11,20,0,1,12,3
30,0,5,2,15,43,0,1,12,0
24,0,3,0,17,33,1,1,1,0
23,1,2,11,16,32,0,1,20,0
44,0,5,8,19,36,1,0,8,0
35,1,4,1,8,37,0,0,13,0
67,0,1,9,9,53,0,0,0,0
43,0,4,6,22,37,0,0,9,0
40,0,0,4,17,63,1,0,12,0
30,1,3,1,16,25,0,1,20,0
16,0,0,6,8,21,1,0,20,3
61,1,5,0,19,46,0,1,1,2
70,1,2,5,10,32,1,1,5,0
68,0,0,1,17,49,1,0,13,2
70,1,3,9,10,0,1,0,16,3
39,0,3,0,20,42,0,1,7,0
64,0,0,5,20,34,0,0,13,0
51,1,5,11,17,29,1,0,17,3
26,1,0,2,9,22,0,0,1,0
63,0,4,11,15,20,0,1,5,3
32,0,5,1,8,6,1,0,10,3
23,1,1,1,19,14,0,1,6,3
62,1,5,10,14,22,1,1,19,0
23,1,5,3,13,52,1,0,7,0
20,0,3,3,8,10,0,0,4,3
59,0,5,8,15,21,0,1,13,3
44,0,4,10,15,46,1,1,17,2
26,1,5,4,11,45,1,1,3,1
52,0,0,10,14,52,1,1,20,0
58,0,0,3,10,0,0,0,11,3
51,0,0,2,11,48,0,0,11,1
37,1,5,4,16,38,0,0,6,2
40,1,1,5,22,19,0,1,4,3
19,1,1,5,12,46,0,1,7,2
22,1,1,0,14,68,0,0,3,2
14,0,1,2,18,40,0,0,7,0
48,0,4,11,14,6,0,1,7,3
40,0,4,7,14,3,0,0,1,0
40,0,5,4,17,37,1,0,13,0
50,0,4,6,9,55,0,0,12,0
67,0,2,1,8,62,0,0,0,0
70,1,5,8,18,25,0,0,20,0
54,1,3,9,14,42,1,1,13,0
61,0,1,7,16,4,0,0,5,0
53,0,4,3,17,58,1,0,6,0
18,0,4,11,21,55,1,0,6,0
52,0,5,1,18,21,1,1,15,3
70,1,4,1,12,5,0,1,19,0
61,0,1,7,20,50,1,1,6,3
26,0,2,4,15,67,0,0,17,0
35,0,2,0,10,43,1,1,20,0
51,1,2,4,8,28,0,1,13,3
41,1,0,4,16,39,1,0,1,0
23,0,3,10,9,28,1,0,3,3
47,0,4,4,8,19,1,0,15,3
62,0,1,6,15,56,0,0,4,3
42,1,4,5,19,20,1,1,17,3
27,1,0,11,15,33,0,1,18,0
20,0,1,4,12,46,0,0,1,2
37,0,3,3,12,5,0,1,8,0
70,0,1,1,14,4,1,0,4,0
45,0,3,3,18,65,1,0,5,3
53,1,0,0,18,48,1,0,13,1
44,0,4,9,18,21,1,1,17,3
55,1,1,7,14,32,1,0,7,0
52,1,5,7,11,32,1,1,8,0
64,1,0,8,10,12,0,1,13,0
55,1,0,0,11,48,1,0,1,1
51,1,1,1,17,54,1,0,4,0
33,0,5,7,9,7,0,0,3,3
47,0,1,7,22,23,0,0,7,3
44,1,1,11,15,41,1,0,6,3
45,1,1,10,20,37,1,1,16,0
27,0,1,4,12,23,1,0,6,3
43,0,1,8,16,25,1,1,19,0
41,0,0,1,10,24,0,0,7,0
64,0,5,2,18,18,0,0,6,0
67,0,3,8,10,32,1,1,0,0
23,1,2,2,15,49,1,0,19,2
59,1,0,3,20,12,0,0,10,0
42,1,3,6,13,9,1,0,6,3
60,1,2,7,17,54,1,1,7,0
66,0,0,4,20,10,1,1,4,3
16,0,1,7,21,46,1,1,1,2
17,1,1,8,20,30,1,0,6,2
44,0,0,9,21,19,0,0,1,3
31,0,0,2,8,37,1,0,20,0
29,0,2,1,20,7,0,1,18,3
61,1,4,0,9,15,1,1,1,3
11,1,1,10,12,19,1,1,13,3
42,0,0,8,8,46,0,0,5,2
22,0,5,10,17,57,0,0,5,0
35,0,4,2,21,29,1,1,3,3
51,0,3,7,21,56,1,1,12,3
20,1,4,8,8,43,1,0,10,0
19,0,5,8,18,45,0,1,19,1
31,1,2,4,16,36,0,1,19,0
55,1,2,6,15,13,1,0,5,2
28,1,3,4,22,9,1,1,17,3
37,1,2,5,8,18,0,0,0,0
29,1,4,1,22,52,0,1,20,0
43,1,1,4,22,29,1,0,13,3
52,1,0,2,10,15,0,1,18,3
50,1,1,11,15,1,1,1,3,3
62,1,5,2,11,30,0,0,20,2
14,1,1,8,19,55,0,1,1,0
52,1,3,5,22,66,0,0,17,0
54,1,3,8,22,20,0,0,2,3
60,0,4,4,8,66,1,0,0,0
56,0,5,6,13,17,0,1,12,0
27,1,3,1,14,32,0,0,3,0
55,0,3,1,20,30,0,0,9,2
37,1,2,3,11,12,0,1,18,0
25,0,1,11,21,25,0,1,9,0
54,1,2,9,11,34,0,0,1,0
40,1,4,1,16,26,1,1,10,3
46,1,1,7,20,35,1,1,1,0
35,1,5,11,12,6,0,0,10,3
29,0,4,6,21,10,1,1,10,3
26,0,5,4,20,1,1,1,8,3
51,0,5,8,14,55,1,0,20,0
36,1,3,9,12,54,0,0,0,0
34,0,2,4,10,52,0,0,7,0
56,1,0,4,22,47,0,0,20,0
51,0,0,10,10,64,0,0,8,2
36,0,4,10,22,27,0,1,10,0
39,0,1,0,18,17,0,0,5,0
16,1,1,3,14,65,1,1,17,3
42,0,5,10,10,27,0,0,3,0
61,1,0,6,13,54,0,0,19,0
20,0,2,2,10,47,1,1,18,0
21,1,0,2,9,28,0,0,2,3
62,1,4,4,11,54,0,0,17,0
20,0,5,5,21,69,1,1,16,2
11,1,5,10,16,56,0,0,3,3
60,1,1,9,8,5,1,1,4,0
33,1,4,0,13,59,0,1,12,0
57,0,5,0,8,39,1,1,7,0
49,0,2,4,9,65,1,1,1,3
33,0,1,10,9,53,1,1,8,0
19,0,3,3,22,45,1,0,2,1
33,1,1,0,13,6,1,1,3,3
29,1,0,11,18,52,1,1,5,0
68,0,4,4,19,13,0,0,13,2
18,0,2,4,13,61,0,0,7,0
58,1,3,1,11,29,1,0,12,3
22,1,4,4,21,28,1,1,2,3
13,1,0,0,15,34,1,0,0,0
26,1,2,5,22,59,1,0,10,0
18,0,4,5,8,29,0,1,9,3
45,0,2,0,20,35,0,0,1,0
64,0,3,8,13,12,0,1,1,0
28,1,5,2,13,25,1,1,16,0
49,0,4,1,21,51,1,1,14,3
19,0,3,3,22,12,1,1,13,0
15,1,2,6,20,32,0,0,17,0
56,0,1,7,18,37,1,1,9,0
29,1,4,6,21,4,1,0,11,0
57,1,3,4,10,3,0,0,1,0
63,0,0,2,13,60,1,0,4,0
38,0,3,5,12,58,0,0,7,0
53,1,4,1,22,62,0,0,17,0
26,0,2,4,9,37,1,1,0,0
39,0,3,2,8,21,1,1,6,3
39,1,0,2,21,41,1,1,5,3
17,1,0,3,18,2,0,1,20,3
22,1,2,5,8,17,1,0,8,0
66,1,3,6,18,46,0,0,0,2
70,0,1,6,17,69,0,1,3,2
50,1,1,0,11,53,0,1,18,0
37,0,5,9,16,21,0,0,15,3
51,1,0,10,20,40,0,1,8,0
31,1,3,2,14,18,1,1,19,0
26,0,4,6,13,62,1,1,5,0
24,1,5,4,8,30,0,1,3,2
48,1,4,8,18,24,1,1,3,0
23,0,4,1,17,46,0,0,9,2
19,0,5,7,14,19,0,0,7,3
40,1,2,10,15,34,0,1,14,0
62,0,5,10,11,32,0,1,3,0
25,0,5,9,16,2,0,0,13,3
64,0,1,3,8,63,0,1,6,0
17,0,1,8,9,29,0,0,10,3
36,1,0,9,13,26,0,0,19,3
64,1,0,5,15,15,1,1,6,3
22,1,3,2,19,44,0,0,0,0
45,0,0,5,13,16,0,0,8,0
29,1,1,6,9,68,1,1,9,2
35,0,1,3,15,7,0,0,13,3
65,0,0,8,9,4,1,1,11,0
36,0,4,11,19,38,0,0,10,2
38,1,2,9,18,7,1,0,3,3
42,0,0,6,12,63,1,0,2,0
68,0,4,5,22,9,1,0,5,3
15,1,1,11,14,10,0,1,6,3
56,0,5,1,10,25,0,1,0,0
44,1,0,10,21,16,0,1,12,0
66,1,0,7,13,3,1,1,15,0
41,0,5,7,21,23,1,1,8,3
63,0,3,3,10,4,1,1,14,0
30,1,0,10,8,14,1,0,20,3
22,1,2,5,11,67,0,1,10,0
43,1,5,10,8,16,0,1,13,0
33,1,4,8,9,37,1,0,19,0
57,0,5,10,22,8,0,0,9,0
67,0,0,9,15,43,1,1,18,0
41,1,1,4,14,24,1,1,3,0
38,1,3,10,9,48,0,1,10,1
28,0,1,4,18,35,1,0,0,0
19,0,2,6,11,43,1,1,12,0
59,1,0,1,21,4,1,0,1,0
27,0,4,5,12,44,1,0,3,0
29,0,4,9,9,3,1,0,11,0
67,0,1,3,15,63,0,0,20,0
70,1,1,1,8,69,1,1,15,2
16,1,3,4,10,2,1,0,7,3
53,1,4,8,17,45,1,0,18,1
51,1,5,8,20,19,1,0,17,3
32,0,2,9,21,63,1,0,12,0
55,1,3,0,8,44,0,1,12,0
30,1,3,4,15,11,0,0,5,3
64,1,4,8,20,33,1,0,20,0
28,0,0,8,11,6,0,1,3,3
38,1,2,11,8,17,0,0,0,0
11,1,5,2,21,60,1,0,0,0
57,1,0,6,8,19,0,0,13,3
19,1,3,8,18,15,1,0,20,3
15,1,2,4,14,55,1,0,0,0
49,0,2,1,9,36,0,1,19,0
56,0,2,1,12,10,0,1,1,3
41,1,0,10,17,11,0,0,9,3
39,1,0,5,9,66,1,1,2,0
54,1,3,5,21,64,0,1,6,2
29,0,2,8,20,29,0,0,11,3
48,1,0,0,10,4,1,0,7,0
